name,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,dataset 1 (728 proteins),dataset 2 (133 proteins),Degree,Eccentricity,IsSingleNode,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,PartnerOfMultiEdgedNodePairs,pathways,Radiality,selected,SelfLoops,shared name,status D1,status D2,Stress,TopologicalCoefficient,Unweighted graph predicted proteins (dataset 1),Unweighted graph predicted proteins (dataset 2),Weighted graph predicted proteins (dataset 1),Weighted graph predicted proteins (dataset 2)
LOC_Os10g35470,3.349451443,7.26E-06,0.298556351,0.111111111,0,0,10,8,false,58.9,0,10,0,,0.99910769,false,0,LOC_Os10g35470,N/A,N/A,154020,0.105978261,0,0,0,0
LOC_Os02g53340,3.239507749,8.44E-06,0.308688874,0.196969697,0,0,12,8,false,97.41666667,0,12,0,,0.999149446,false,0,LOC_Os02g53340,MEDIUM CONFIDENCE (Unweighted),N/A,120850,0.095624385,1,0,0,0
LOC_Os08g03570,3.334533001,1.97E-06,0.299892069,0.347368421,0,0,20,8,false,56.15,0,20,0,UDP-&beta;-L-arabinose biosynthesis I (from UDP-&alpha;-D-xylose),0.999113356,false,0,LOC_Os08g03570,MEDIUM CONFIDENCE (Weighted),HIGH CONFIDENCE,29698,0.080603448,0,1,1,1
LOC_Os03g09210,3.3546758,9.86E-06,0.298091398,0.025641026,0,0,13,8,false,53,0,13,0,NAD/NADH phosphorylation and dephosphorylation//aerobic respiration I (cytochrome c)//aerobic respiration III (alternative oxidase pathway),0.999105706,false,0,LOC_Os03g09210,N/A,N/A,90918,0.084095968,0,0,0,0
LOC_Os08g38850,3.463226331,2.17E-06,0.288748093,0.357142857,0,0,8,8,false,45.375,0,8,0,,0.999064479,false,0,LOC_Os08g38850,N/A,N/A,93360,0.163219424,0,0,0,0
LOC_Os01g22500,3.6142683,3.07E-07,0.276681175,0,0,0,3,8,false,61.66666667,0,3,0,,0.999007114,false,0,LOC_Os01g22500,N/A,MEDIUM CONFIDENCE (Unweighted),5698,0.337037037,0,1,0,0
LOC_Os05g03480,3.389272653,2.73E-06,0.295048555,0.346153846,0,0,13,8,false,43.15384615,0,13,0,L-leucine degradation I,0.999092566,false,0,LOC_Os05g03480,N/A,N/A,46098,0.104878049,0,0,0,0
LOC_Os08g04350,3.253845707,1.79E-06,0.307328647,0.205128205,0,0,13,8,false,103.2307692,0,13,0,,0.999144001,false,0,LOC_Os08g04350,N/A,N/A,31518,0.105552934,0,0,0,0
LOC_Os10g20240,3.280954316,1.19E-06,0.30478937,0.142857143,0,0,7,8,false,164.1428571,0,7,0,,0.999133705,false,0,LOC_Os10g20240,N/A,MEDIUM CONFIDENCE (Unweighted),27096,0.194604683,0,1,0,0
LOC_Os05g10730,3.507343124,2.05E-05,0.285116102,0.488888889,0,0,10,8,false,35.6,0,10,0,,0.999047724,false,0,LOC_Os05g10730,HIGH CONFIDENCE,MEDIUM CONFIDENCE (Unweighted),381360,0.129927007,1,1,1,0
LOC_Os01g48200,3.799732977,7.17E-08,0.263176388,0,0,0,3,8,false,34.66666667,0,3,0,"1,3-&beta;-D-glucan biosynthesis",0.998936676,false,0,LOC_Os01g48200,N/A,N/A,1274,0.362007168,0,0,0,0
LOC_Os02g49332,3.348754862,1.42E-04,0.298618454,0.122529644,0,0,23,8,false,36.60869565,0,23,0,cellulose biosynthesis,0.999107955,false,0,LOC_Os02g49332,N/A,N/A,3977950,0.054624861,0,0,0,0
LOC_Os09g21520,3.510477738,1.35E-07,0.284861513,0,0,0,3,8,false,68,0,3,0,,0.999046533,false,0,LOC_Os09g21520,MEDIUM CONFIDENCE (Weighted),N/A,3128,0.336683417,0,0,1,0
LOC_Os06g39708,3.353340686,1.15E-04,0.298210082,0.55,0,0,41,8,false,53.17073171,0,41,0,,0.999106213,false,0,LOC_Os06g39708,N/A,N/A,2480536,0.064812612,0,0,0,0
LOC_Os04g39090,3.533232716,3.49E-04,0.283026928,0,0,0,8,8,false,26.625,0,8,0,,0.999037891,false,0,LOC_Os04g39090,N/A,N/A,10097096,0.129419192,0,0,0,0
LOC_Os07g44410,3.708713067,8.25E-08,0.269635311,0,1,0,2,8,false,54.5,0,2,0,,0.998971245,false,0,LOC_Os07g44410,TRAINING,MEDIUM CONFIDENCE (Unweighted),792,0.50952381,1,1,1,0
LOC_Os03g62370,3.708713067,8.25E-08,0.269635311,0,0,0,2,8,false,54.5,0,2,0,,0.998971245,false,0,LOC_Os03g62370,N/A,N/A,792,0.50952381,0,0,0,0
LOC_Os03g19990,3.708713067,8.25E-08,0.269635311,0,0,0,2,8,false,54.5,0,2,0,,0.998971245,false,0,LOC_Os03g19990,N/A,N/A,792,0.50952381,0,0,0,0
LOC_Os03g13590,3.325361351,2.70E-07,0.300719198,0.333333333,0,0,3,8,false,228.6666667,0,3,0,,0.99911684,false,0,LOC_Os03g13590,N/A,N/A,4986,0.354005168,0,0,0,0
LOC_Os03g28980,3.300748825,1.42E-06,0.302961556,0.111111111,0,0,9,8,false,104.8888889,0,9,0,,0.999126187,false,0,LOC_Os03g28980,N/A,N/A,16368,0.131325805,0,0,0,0
LOC_Os02g01355,3.433215302,0,0.291272149,1,0,0,3,8,false,297.3333333,0,3,0,,0.999075877,false,0,LOC_Os02g01355,N/A,N/A,0,0.57846952,0,0,0,0
LOC_Os04g40630,3.267022697,6.28E-08,0.306089089,0.6,0,0,15,8,false,258.6,0,15,0,,0.999138996,false,0,LOC_Os04g40630,N/A,N/A,5888,0.232792793,0,0,0,0
LOC_Os05g30760,3.149997098,3.99E-06,0.31746061,0.138888889,0,0,9,7,false,239,0,9,0,methylsalicylate degradation,0.999183442,false,0,LOC_Os05g30760,N/A,N/A,72112,0.143602086,0,0,0,0
LOC_Os01g55320,3.809775353,1.52E-07,0.262482668,0,1,0,2,8,false,47.5,0,2,0,,0.998932862,false,0,LOC_Os01g55320,TRAINING,MEDIUM CONFIDENCE (Unweighted),722,0.5,1,1,1,0
LOC_Os04g49690,3.926626807,0,0.254671516,0,0,0,1,8,false,74,0,1,0,,0.998888482,false,0,LOC_Os04g49690,N/A,MEDIUM CONFIDENCE (Weighted),0,0,0,0,0,1
LOC_Os02g29000,3.474313578,1.25E-04,0.287826639,0.397660819,0,0,19,8,false,41.21052632,0,19,0,,0.999060268,false,0,LOC_Os02g29000,MEDIUM CONFIDENCE (Weighted),N/A,4857526,0.085036973,0,0,1,0
LOC_Os09g02729,3.233238521,1.99E-05,0.30928742,0.091503268,0,0,18,7,false,66.55555556,0,18,0,,0.999151827,false,0,LOC_Os09g02729,N/A,N/A,280420,0.071729197,0,0,0,0
LOC_Os10g35460,3.502176815,2.72E-07,0.285536697,0,0,0,3,8,false,106.3333333,0,3,0,,0.999049686,false,0,LOC_Os10g35460,MEDIUM CONFIDENCE (Unweighted),HIGH CONFIDENCE,2546,0.335456476,1,1,0,1
LOC_Os04g55690,3.408254484,4.33E-06,0.293405321,0.4,0,0,15,8,false,49.33333333,0,15,0,,0.999085357,false,0,LOC_Os04g55690,N/A,MEDIUM CONFIDENCE (Unweighted),47944,0.107334786,0,1,0,0
LOC_Os04g01354,3.988100075,0,0.250745965,0,0,0,1,8,false,40,0,1,0,flavonoid biosynthesis (in equisetum)//flavonoid biosynthesis//flavonoid di-C-glucosylation,0.998865135,false,0,LOC_Os04g01354,MEDIUM CONFIDENCE (Weighted),MEDIUM CONFIDENCE (Unweighted),0,0,0,1,1,0
LOC_Os12g36770,3.325129158,7.30E-07,0.300740198,0.277777778,0,0,9,8,false,77.22222222,0,9,0,triacylglycerol degradation,0.999116928,false,0,LOC_Os12g36770,MEDIUM CONFIDENCE (Unweighted),N/A,14280,0.13556338,1,0,0,0
LOC_Os03g03700,3.964822662,1.94E-07,0.25221809,0,0,0,2,8,false,21,0,2,0,,0.998873975,false,0,LOC_Os03g03700,MEDIUM CONFIDENCE (Unweighted),HIGH CONFIDENCE,1396,0.5,1,1,0,1
LOC_Os03g50410,3.972368956,2.77E-07,0.251738953,0,0,0,2,8,false,22,0,2,0,triacylglycerol degradation,0.998871109,false,0,LOC_Os03g50410,HIGH CONFIDENCE,HIGH CONFIDENCE,1870,0.5,1,1,1,1
LOC_Osp1g01100,3.566668602,4.23E-08,0.28037368,0,0,0,2,8,false,164.5,0,2,0,,0.999025192,false,0,LOC_Osp1g01100,MEDIUM CONFIDENCE (Unweighted),HIGH CONFIDENCE,1356,0.588129496,1,1,0,1
LOC_Osp1g00770,3.566668602,4.23E-08,0.28037368,0,0,0,2,8,false,164.5,0,2,0,,0.999025192,false,0,LOC_Osp1g00770,HIGH CONFIDENCE,HIGH CONFIDENCE,1356,0.588129496,1,1,1,1
LOC_Osp1g00400,3.647820282,0,0.274136312,0,0,0,1,8,false,246,0,1,0,,0.998994371,false,0,LOC_Osp1g00400,MEDIUM CONFIDENCE (Unweighted),MEDIUM CONFIDENCE (Unweighted),0,0,1,1,0,0
LOC_Osp1g00290,3.647820282,0,0.274136312,0,0,0,1,8,false,246,0,1,0,,0.998994371,false,0,LOC_Osp1g00290,N/A,N/A,0,0,0,0,0,0
LOC_Os12g19394,3.558948163,1.61E-07,0.280981895,0,0,0,3,8,false,121.3333333,0,3,0,,0.999028125,false,0,LOC_Os12g19394,MEDIUM CONFIDENCE (Unweighted),HIGH CONFIDENCE,4112,0.42370892,1,1,0,1
LOC_Os12g02320,3.647820282,0,0.274136312,0,0,0,1,8,false,246,0,1,0,,0.998994371,false,0,LOC_Os12g02320,N/A,N/A,0,0,0,0,0,0
LOC_Os09g34140,3.647820282,0,0.274136312,0,0,0,1,8,false,246,0,1,0,,0.998994371,false,0,LOC_Os09g34140,N/A,N/A,0,0,0,0,0,0
LOC_Os07g37550,3.625529692,7.82E-08,0.275821765,0,0,0,2,8,false,137,0,2,0,,0.999002837,false,0,LOC_Os07g37550,N/A,HIGH CONFIDENCE,830,0.511278195,0,1,0,1
LOC_Os05g43310,3.647820282,0,0.274136312,0,0,0,1,8,false,246,0,1,0,,0.998994371,false,0,LOC_Os05g43310,MEDIUM CONFIDENCE (Unweighted),MEDIUM CONFIDENCE (Unweighted),0,0,1,1,0,0
LOC_Os04g51792,3.641376908,2.74E-06,0.274621393,0,0,0,2,8,false,128,0,2,0,,0.998996818,false,0,LOC_Os04g51792,MEDIUM CONFIDENCE (Weighted),HIGH CONFIDENCE,26630,0.5,0,1,1,1
LOC_Os03g61090,3.63655889,6.70E-08,0.274985235,0,0,0,2,8,false,140.5,0,2,0,,0.998998648,false,0,LOC_Os03g61090,N/A,MEDIUM CONFIDENCE (Unweighted),1852,0.555776892,0,1,0,0
LOC_Os03g09220,3.647820282,0,0.274136312,0,0,0,1,8,false,246,0,1,0,,0.998994371,false,0,LOC_Os03g09220,N/A,N/A,0,0,0,0,0,0
LOC_Os07g25430,3.356939688,5.07E-05,0.297890368,0.224637681,0,0,24,8,false,53.66666667,0,24,0,,0.999104846,false,0,LOC_Os07g25430,N/A,N/A,639142,0.074628598,0,0,0,0
LOC_Os01g55570,3.372903001,1.84E-07,0.296480509,0.333333333,0,0,4,8,false,164.75,0,4,0,,0.999098784,false,0,LOC_Os01g55570,MEDIUM CONFIDENCE (Weighted),MEDIUM CONFIDENCE (Weighted),5784,0.284110535,0,0,1,1
LOC_Os02g03460,3.2139084,7.47E-05,0.311147636,0.338731444,0,0,39,7,false,54.8974359,0,39,0,,0.999159169,false,0,LOC_Os02g03460,N/A,N/A,953372,0.047542735,0,0,0,0
LOC_Os01g06500,3.63655889,6.70E-08,0.274985235,0,0,0,2,8,false,140.5,0,2,0,,0.998998648,false,0,LOC_Os01g06500,N/A,MEDIUM CONFIDENCE (Weighted),1852,0.555776892,0,0,0,1
LOC_Os01g05650,3.647820282,0,0.274136312,0,0,0,1,8,false,246,0,1,0,,0.998994371,false,0,LOC_Os01g05650,N/A,MEDIUM CONFIDENCE (Unweighted),0,0,0,1,0,0
LOC_Osp1g01090,3.492540779,3.71E-08,0.286324502,0,0,0,2,8,false,236.5,0,2,0,,0.999053346,false,0,LOC_Osp1g01090,HIGH CONFIDENCE,MEDIUM CONFIDENCE (Unweighted),2426,0.591708543,1,1,1,0
LOC_Osp1g01050,3.492540779,3.71E-08,0.286324502,0,0,0,2,8,false,236.5,0,2,0,,0.999053346,false,0,LOC_Osp1g01050,MEDIUM CONFIDENCE (Unweighted),MEDIUM CONFIDENCE (Unweighted),2426,0.591708543,1,1,0,0
LOC_Osp1g00900,3.594299646,0,0.278218317,0,0,0,1,8,false,227,0,1,0,,0.999014698,false,0,LOC_Osp1g00900,MEDIUM CONFIDENCE (Weighted),N/A,0,0,0,0,1,0
LOC_Osp1g00820,3.492540779,3.71E-08,0.286324502,0,0,0,2,8,false,236.5,0,2,0,,0.999053346,false,0,LOC_Osp1g00820,HIGH CONFIDENCE,MEDIUM CONFIDENCE (Unweighted),2426,0.591708543,1,1,1,0
LOC_Osp1g00780,3.492540779,3.71E-08,0.286324502,0,0,0,2,8,false,236.5,0,2,0,,0.999053346,false,0,LOC_Osp1g00780,HIGH CONFIDENCE,HIGH CONFIDENCE,2426,0.591708543,1,1,1,1
LOC_Osp1g00720,3.594299646,0,0.278218317,0,0,0,1,8,false,227,0,1,0,,0.999014698,false,0,LOC_Osp1g00720,HIGH CONFIDENCE,N/A,0,0,1,0,1,0
LOC_Osp1g00450,3.594299646,0,0.278218317,0,0,0,1,8,false,227,0,1,0,,0.999014698,false,0,LOC_Osp1g00450,HIGH CONFIDENCE,N/A,0,0,1,0,1,0
LOC_Osp1g00340,3.492540779,3.71E-08,0.286324502,0,0,0,2,8,false,236.5,0,2,0,,0.999053346,false,0,LOC_Osp1g00340,HIGH CONFIDENCE,N/A,2426,0.591708543,1,0,1,0
LOC_Os12g33080,3.489812504,7.89E-05,0.286548346,0.1,0,0,5,8,false,96.6,0,5,0,,0.999054382,false,0,LOC_Os12g33080,N/A,MEDIUM CONFIDENCE (Unweighted),1726576,0.237623762,0,1,0,0
LOC_Os11g34940,3.492540779,3.71E-08,0.286324502,0,0,0,2,8,false,236.5,0,2,0,,0.999053346,false,0,LOC_Os11g34940,HIGH CONFIDENCE,MEDIUM CONFIDENCE (Weighted),2426,0.591708543,1,0,1,1
LOC_Os06g46434,3.433331398,1.29E-06,0.2912623,0,0,0,3,7,false,132.3333333,0,3,0,,0.999075833,false,0,LOC_Os06g46434,HIGH CONFIDENCE,N/A,14766,0.333333333,1,0,1,0
LOC_Os09g25610,3.594299646,0,0.278218317,0,0,0,1,8,false,227,0,1,0,,0.999014698,false,0,LOC_Os09g25610,HIGH CONFIDENCE,HIGH CONFIDENCE,0,0,1,1,1,1
LOC_Os02g18450,3.530098102,1.82E-05,0.283278246,0,0,0,5,8,false,64.6,0,5,0,,0.999039082,false,0,LOC_Os02g18450,N/A,MEDIUM CONFIDENCE (Unweighted),310598,0.202547771,0,1,0,0
LOC_Os07g38360,3.287049399,3.66E-06,0.304224208,0.266666667,0,0,6,7,false,122.8333333,0,6,0,,0.99913139,false,0,LOC_Os07g38360,N/A,N/A,46582,0.176512968,0,0,0,0
LOC_Os09g31990,3.351889476,0,0.298339193,0,0,0,1,8,false,631,0,1,0,,0.999106764,false,0,LOC_Os09g31990,MEDIUM CONFIDENCE (Unweighted),N/A,0,0,1,0,0,0
LOC_Os02g19640,3.357752365,0,0.29781827,0,0,0,1,8,false,654,0,1,0,,0.999104538,false,0,LOC_Os02g19640,N/A,MEDIUM CONFIDENCE (Unweighted),0,0,0,1,0,0
LOC_Os01g14090,3.28739769,7.97E-06,0.304191976,0.055555556,0,0,9,8,false,110.6666667,0,9,0,,0.999131258,false,0,LOC_Os01g14090,N/A,N/A,139792,0.123581494,0,0,0,0
LOC_Os08g04890,3.207348929,5.56E-05,0.311783976,0.6,0,0,16,8,false,256.0625,0,16,0,,0.99916166,false,0,LOC_Os08g04890,N/A,N/A,4091166,0.193792581,0,0,0,0
LOC_Os12g12730,3.263888083,3.42E-05,0.306383054,0.781818182,0,0,11,8,false,252.8181818,0,11,0,,0.999140187,false,0,LOC_Os12g12730,MEDIUM CONFIDENCE (Unweighted),N/A,2740422,0.25867684,1,0,0,0
LOC_Os03g04020,3.213444012,9.46E-05,0.311192601,0.065934066,0,0,14,8,false,130.7142857,0,14,0,,0.999159345,false,0,LOC_Os03g04020,MEDIUM CONFIDENCE (Weighted),N/A,2344102,0.115628166,0,0,1,0
LOC_Os03g19720,3.08846578,3.47E-05,0.323785359,0.123809524,0,0,15,8,false,219.9333333,0,15,0,,0.999206811,false,0,LOC_Os03g19720,N/A,N/A,803234,0.110229365,0,0,0,0
LOC_Os02g47970,3.188599292,6.97E-06,0.313617331,0.152380952,0,0,15,8,false,171,0,15,0,,0.999168781,false,0,LOC_Os02g47970,N/A,N/A,152710,0.128517682,0,0,0,0
LOC_Os01g72540,3.218668369,1.11E-07,0.310687491,0.782051282,0,0,13,8,false,300.1538462,0,13,0,,0.999157361,false,0,LOC_Os01g72540,N/A,N/A,2962,0.252442259,0,0,0,0
LOC_Os01g13070,3.48191792,5.97E-07,0.287198039,0,0,0,4,8,false,66.25,0,4,0,,0.99905738,false,0,LOC_Os01g13070,N/A,N/A,8052,0.266326531,0,0,0,0
LOC_Os02g51500,3.284785511,2.06E-08,0.304433881,0,0,0,4,8,false,227,0,4,0,,0.99913225,false,0,LOC_Os02g51500,MEDIUM CONFIDENCE (Unweighted),N/A,1078,0.270011947,1,0,0,0
LOC_Os05g27980,3.331688628,8.68E-07,0.300148097,0.133333333,0,0,6,8,false,129.1666667,0,6,0,,0.999114437,false,0,LOC_Os05g27980,N/A,N/A,15348,0.179433612,0,0,0,0
LOC_Os11g33340,3.603413247,0,0.277514659,0,0,0,1,8,false,130,0,1,0,,0.999011237,false,0,LOC_Os11g33340,N/A,MEDIUM CONFIDENCE (Weighted),0,0,0,0,0,1
LOC_Os01g70170,3.149358565,3.04E-05,0.317524975,0.102272727,1,0,33,8,false,87.24242424,0,33,0,Rubisco shunt//pentose phosphate pathway//pentose phosphate pathway (non-oxidative branch),0.999183685,false,0,LOC_Os01g70170,TRAINING,N/A,394756,0.057944717,1,0,1,0
LOC_Os12g36810,3.394264817,1.44E-05,0.294614608,0.222222222,0,0,10,8,false,56.7,0,10,0,,0.99909067,false,0,LOC_Os12g36810,N/A,N/A,382406,0.114837398,0,0,0,0
LOC_Os03g48610,3.352934347,2.53E-05,0.298246221,0.18115942,0,0,24,8,false,68.58333333,0,24,0,,0.999106368,false,0,LOC_Os03g48610,N/A,N/A,619700,0.097104019,0,0,0,0
LOC_Os12g03700,3.543913624,0,0.28217392,0,0,0,1,8,false,197,0,1,0,aerobic respiration I (cytochrome c),0.999033835,false,0,LOC_Os12g03700,N/A,MEDIUM CONFIDENCE (Unweighted),0,0,0,1,0,0
LOC_Os08g07480,3.332617403,2.57E-06,0.300064448,0.153846154,0,0,13,8,false,88.46153846,0,13,0,,0.999114084,false,0,LOC_Os08g07480,N/A,MEDIUM CONFIDENCE (Unweighted),39864,0.118533815,0,1,0,0
LOC_Os04g52550,3.514366982,3.02E-08,0.284546265,0.333333333,0,0,3,8,false,89,0,3,0,,0.999045056,false,0,LOC_Os04g52550,N/A,N/A,496,0.339719029,0,0,0,0
LOC_Os05g26040,3.676496198,0,0.271998105,1,0,0,2,8,false,72,0,2,0,,0.99898348,false,0,LOC_Os05g26040,N/A,N/A,0,0.507042254,0,0,0,0
LOC_Os04g20774,3.676496198,0,0.271998105,1,0,0,2,8,false,72,0,2,0,,0.99898348,false,0,LOC_Os04g20774,N/A,N/A,0,0.507042254,0,0,0,0
LOC_Os03g30430,3.600859117,0,0.277711504,0,0,0,1,8,false,148,0,1,0,,0.999012207,false,0,LOC_Os03g30430,N/A,N/A,0,0,0,0,0,0
LOC_Os01g72090,3.304812213,4.37E-06,0.302589054,0.133333333,0,0,10,8,false,78.6,0,10,0,phytochromobilin biosynthesis,0.999124644,false,0,LOC_Os01g72090,N/A,N/A,68532,0.114516129,0,0,0,0
LOC_Os07g40730,3.469205317,1.43E-07,0.288250452,0.333333333,0,0,3,8,false,155,0,3,0,,0.999062208,false,0,LOC_Os07g40730,N/A,N/A,3832,0.342941611,0,0,0,0
LOC_Os04g58680,3.31735067,0,0.30144537,1,0,0,4,8,false,345.25,0,4,0,,0.999119882,false,0,LOC_Os04g58680,N/A,N/A,0,0.409063981,0,0,0,0
LOC_Os06g22610,3.613223428,0,0.276761186,0,0,0,1,8,false,261,0,1,0,,0.999007511,false,0,LOC_Os06g22610,N/A,N/A,0,0,0,0,0,0
LOC_Os03g33570,3.385963894,0,0.295336876,0,0,0,1,8,false,441,0,1,0,,0.999093823,false,0,LOC_Os03g33570,N/A,MEDIUM CONFIDENCE (Unweighted),0,0,0,1,0,0
LOC_Os01g04920,3.358158704,4.70E-06,0.297782234,0.066666667,0,0,6,8,false,99.66666667,0,6,0,sulfoquinovosyl diacylglycerol biosynthesis,0.999104383,false,0,LOC_Os01g04920,N/A,N/A,87576,0.169811321,0,0,0,0
LOC_Os08g27220,3.546061415,1.07E-07,0.282003012,0,0,0,2,8,false,137.5,0,2,0,,0.999033019,false,0,LOC_Os08g27220,MEDIUM CONFIDENCE (Weighted),N/A,2258,0.5,0,0,1,0
LOC_Os08g44400,3.065594706,2.16E-05,0.326200981,0.137681159,0,0,24,7,false,129.8333333,0,24,0,,0.999215498,false,0,LOC_Os08g44400,MEDIUM CONFIDENCE (Weighted),N/A,323174,0.06293466,0,0,1,0
LOC_Os01g48930,3.777674581,0,0.264713113,0,0,0,1,8,false,79,0,1,0,,0.998945053,false,0,LOC_Os01g48930,MEDIUM CONFIDENCE (Unweighted),N/A,0,0,1,0,0,0
LOC_Os02g09840,3.315377024,6.29E-08,0.301624821,0.2,0,0,5,8,false,239.2,0,5,0,,0.999120632,false,0,LOC_Os02g09840,N/A,N/A,1650,0.338048091,0,0,0,0
LOC_Os12g38100,3.396586753,1.69E-07,0.294413207,0,0,0,3,8,false,154.6666667,0,3,0,,0.999089789,false,0,LOC_Os12g38100,N/A,N/A,3000,0.340724316,0,0,0,0
LOC_Os07g11290,3.410518372,9.94E-05,0.293210559,0.25,0,0,9,8,false,87.11111111,0,9,0,,0.999084497,false,0,LOC_Os07g11290,N/A,N/A,8275928,0.185737977,0,0,0,0
LOC_Os08g09300,3.410518372,9.94E-05,0.293210559,0.25,0,0,9,8,false,87.11111111,0,9,0,,0.999084497,false,0,LOC_Os08g09300,N/A,N/A,8275928,0.185737977,0,0,0,0
LOC_Os05g30570,3.41609102,8.57E-07,0.292732247,0.1,0,0,5,8,false,138.6,0,5,0,,0.999082381,false,0,LOC_Os05g30570,MEDIUM CONFIDENCE (Unweighted),N/A,14180,0.305986696,1,0,0,0
LOC_Os12g08720,3.424682185,0,0.291997898,0,0,1,1,8,false,513,0,1,0,,0.999079118,false,0,LOC_Os12g08720,N/A,TRAINING (UNWEIGHTED),0,0,0,1,0,0
LOC_Os09g10950,3.298949324,4.08E-09,0.303126815,0,0,0,2,8,false,415.5,0,2,0,,0.999126871,false,0,LOC_Os09g10950,N/A,N/A,294,0.526015228,0,0,0,0
LOC_Os08g25080,3.424682185,0,0.291997898,0,0,0,1,8,false,513,0,1,0,,0.999079118,false,0,LOC_Os08g25080,N/A,N/A,0,0,0,0,0,0
LOC_Os07g15270,3.399373077,7.58E-08,0.294171889,0.333333333,0,0,3,8,false,189.6666667,0,3,0,,0.99908873,false,0,LOC_Os07g15270,N/A,MEDIUM CONFIDENCE (Unweighted),1114,0.336293665,0,1,0,0
LOC_Os03g13150,3.123236779,1.06E-06,0.320180656,0.607142857,0,1,8,8,false,260.375,0,8,0,,0.999193605,false,0,LOC_Os03g13150,MEDIUM CONFIDENCE (Weighted),TRAINING (UNWEIGHTED),25528,0.139911338,0,1,1,0
LOC_Os03g12510,3.330933999,2.25E-07,0.300216096,0.619047619,1,0,7,8,false,116.5714286,0,7,0,,0.999114723,false,0,LOC_Os03g12510,TRAINING,N/A,2964,0.150424511,1,0,1,0
LOC_Os08g39310,3.424682185,0,0.291997898,0,0,0,1,8,false,513,0,1,0,,0.999079118,false,0,LOC_Os08g39310,N/A,N/A,0,0,0,0,0,0
LOC_Os05g44140,3.123236779,1.06E-06,0.320180656,0.607142857,0,0,8,8,false,260.375,0,8,0,nitrite reduction (hemoglobin),0.999193605,false,0,LOC_Os05g44140,N/A,N/A,25528,0.139911338,0,0,0,0
LOC_Os05g12490,3.179833982,1.35E-05,0.314481827,0.123188406,0,0,24,7,false,102.6666667,0,24,0,,0.99917211,false,0,LOC_Os05g12490,MEDIUM CONFIDENCE (Unweighted),MEDIUM CONFIDENCE (Unweighted),410544,0.070543703,1,1,0,0
LOC_Os02g54254,3.233354618,8.26E-06,0.309276315,0.055555556,0,0,9,8,false,143.3333333,0,9,0,lysine degradation II,0.999151783,false,0,LOC_Os02g54254,N/A,MEDIUM CONFIDENCE (Unweighted),223032,0.144511921,0,1,0,0
LOC_Os02g36220,3.43582748,1.68E-05,0.291050702,0.238095238,0,0,7,8,false,66.85714286,0,7,0,diterpene phytoalexins precursors biosynthesis,0.999074885,false,0,LOC_Os02g36220,N/A,MEDIUM CONFIDENCE (Unweighted),333290,0.152686763,0,1,0,0
LOC_Os12g30720,3.492772973,9.64E-05,0.286305468,0.333333333,0,0,6,8,false,78.33333333,0,6,0,,0.999053258,false,0,LOC_Os12g30720,N/A,HIGH CONFIDENCE,2538454,0.174887892,0,1,0,1
LOC_Os03g48110,3.671794276,9.04E-09,0.272346413,0,0,0,2,8,false,94.5,0,2,0,NAD/NADH phosphorylation and dephosphorylation//aerobic respiration I (cytochrome c)//aerobic respiration III (alternative oxidase pathway),0.998985266,false,0,LOC_Os03g48110,N/A,N/A,214,0.502688172,0,0,0,0
LOC_Os11g36240,3.466244848,3.27E-06,0.288496642,0.333333333,0,0,9,8,false,60.66666667,0,9,0,,0.999063333,false,0,LOC_Os11g36240,MEDIUM CONFIDENCE (Weighted),N/A,88742,0.15176831,0,0,1,0
LOC_Os04g46740,3.631508678,1.35E-05,0.275367647,0.641025641,0,0,13,8,false,40.07692308,0,13,0,,0.999000566,false,0,LOC_Os04g46740,N/A,N/A,395988,0.156550481,0,0,0,0
LOC_Os01g72800,3.252800836,8.61E-06,0.307427368,0.044444444,0,0,10,8,false,90.7,0,10,0,,0.999144398,false,0,LOC_Os01g72800,N/A,N/A,96402,0.109489051,0,0,0,0
LOC_Os07g38490,3.392175074,0,0.294796105,0,0,0,1,8,false,543,0,1,0,,0.999091464,false,0,LOC_Os07g38490,N/A,N/A,0,0,0,0,0,0
LOC_Os03g38050,3.360364544,1.40E-05,0.297586761,0.283333333,0,0,25,8,false,102.52,0,25,0,,0.999103546,false,0,LOC_Os03g38050,MEDIUM CONFIDENCE (Unweighted),N/A,263798,0.137135207,1,0,0,0
LOC_Os11g06410,3.621350206,1.16E-04,0.276140098,0,0,0,3,8,false,44,0,3,0,,0.999004425,false,0,LOC_Os11g06410,MEDIUM CONFIDENCE (Unweighted),N/A,3940288,0.338582677,1,0,0,0
LOC_Os11g45710,3.589887967,1.29E-06,0.278560225,0.490909091,0,0,11,8,false,36.36363636,0,11,0,galactolipid biosynthesis I,0.999016374,false,0,LOC_Os11g45710,MEDIUM CONFIDENCE (Weighted),MEDIUM CONFIDENCE (Weighted),31788,0.174791392,0,0,1,1
LOC_Os11g06860,3.479189644,1.43E-08,0.287423251,0,0,0,2,8,false,240,0,2,0,,0.999058416,false,0,LOC_Os11g06860,N/A,MEDIUM CONFIDENCE (Unweighted),1268,0.510683761,0,1,0,0
LOC_Os02g12750,3.332094967,2.17E-07,0.300111494,0,0,0,6,7,false,143.5,0,6,0,,0.999114282,false,0,LOC_Os02g12750,N/A,N/A,5224,0.184346701,0,0,0,0
